Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
172.217.10.238-192.168.10.8-443-9175-6,172.217.10.238,443,192.168.10.8,9175,6,07-07-2017 03:30,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,0,0,0,0,0,0,2,12,0,0,385,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.217.10.238-192.168.10.9-80-8693-6,172.217.10.238,80,192.168.10.9,8693,6,07-07-2017 03:30,16,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,750000.0,125000.0,16.0,0.0,16,16,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,62500.0,62500.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,0,0,0,0,0,0,1,6,1,6,351,258,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.217.10.238-192.168.10.9-80-8695-6,172.217.10.238,80,192.168.10.9,8695,6,07-07-2017 03:30,63,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,190476.1905,31746.03175,63.0,0.0,63,63,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,15873.01587,15873.01587,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,0,0,0,0,0,0,1,6,1,6,360,255,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.217.10.238-192.168.10.9-80-8690-6,172.217.10.238,80,192.168.10.9,8690,6,07-07-2017 03:30,17,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,705882.3529,117647.0588,17.0,0.0,17,17,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,58823.52941,58823.52941,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,0,0,0,0,0,0,1,6,1,6,360,255,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.217.10.238-192.168.10.9-80-8694-6,172.217.10.238,80,192.168.10.9,8694,6,07-07-2017 03:30,123,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,97560.97561,16260.1626,123.0,0.0,123,123,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,8130.081301,8130.081301,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,0,0,0,0,0,0,1,6,1,6,360,255,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.217.11.1-192.168.10.14-443-57683-6,172.217.11.1,443,192.168.10.14,57683,6,07-07-2017 03:30,4,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,3000000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,40,0,500000.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,0,0,0,0,0,0,2,12,0,0,360,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-49650-80-6,172.16.0.1,49650,192.168.10.50,80,6,07-07-2017 03:56,1293792,3,7,26,11607,20,0,8.666666667,10.26320288,5840,0,1658.142857,2137.29708,8991.398927,7.72921768,143754.6667,430865.8067,1292730,2,747,373.5,523.9661249,744,3,1293746,215624.3333,527671.9348,1292730,2,0,0,0,0,72,152,2.318765304,5.410452376,0,5840,1057.545455,1853.437529,3435230.673,0,0,0,1,0,0,0,0,2,1163.3,8.666666667,1658.142857,0,0,0,0,0,0,3,26,7,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-49650-80-6,172.16.0.1,49650,192.168.10.50,80,6,07-07-2017 03:56,4421382,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,5.42816703,0.904694505,1473794.0,2552042.631,4420639,340,4421382,1473794.0,2552042.631,4420639,340,0,0.0,0.0,0,0,0,0,0,0,80,0,0.904694505,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-51684-80-6,172.16.0.1,51684,192.168.10.50,80,6,07-07-2017 03:56,1083538,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,10730.58813,8.306123089,135442.25,377725.315,1070206,41,12982,6491.0,8165.669109,12265,717,1083407,216681.4,477167.0977,1070206,41,0,0,0,0,72,132,2.768707696,5.537415393,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-51684-80-6,172.16.0.1,51684,192.168.10.50,80,6,07-07-2017 03:56,80034360,8,4,56,11601,20,0,7.0,5.656854249,8760,0,2900.25,4128.319301,145.6499433,0.149935603,7275850.909,21100000.0,70600000,6,78700000,11200000.0,26300000.0,70600000,247,1354806,451602.0,777575.2592,1349464,190,0,0,0,0,172,92,0.099957068,0.049978534,0,8760,897.1538462,2488.507044,6192667.308,0,0,0,0,1,0,0,0,0,971.9166667,7.0,2900.25,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,939.0,0.0,939,939,39300000.0,44200000.0,70600000,8072664,DDoS
172.16.0.1-192.168.10.50-51686-80-6,172.16.0.1,51686,192.168.10.50,80,6,07-07-2017 03:56,642654,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,18101.49785,14.0044254,80331.75,226824.6943,641694,3,801,400.5,540.9366876,783,18,642493,128498.6,286885.1169,641694,3,0,0,0,0,72,132,4.668141799,9.336283599,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-51686-80-6,172.16.0.1,51686,192.168.10.50,80,6,07-07-2017 03:56,79731718,8,5,56,11601,20,0,7.0,5.656854249,5840,0,2320.2,2436.833027,146.2027947,0.163046781,6644309.833,20300000.0,70600000,44,78400000,11200000.0,26400000.0,70600000,183,1357061,339265.25,675686.8666,1352792,138,0,0,0,0,172,112,0.100336481,0.062710301,0,5840,833.0714286,1774.906302,3150292.379,0,0,0,0,1,0,0,0,0,897.1538462,7.0,2320.2,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,911.0,0.0,911,911,39200000.0,44400000.0,70600000,7766504,DDoS
172.16.0.1-192.168.10.50-51687-80-6,172.16.0.1,51687,192.168.10.50,80,6,07-07-2017 03:56,306157,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,37996.84476,29.39668209,38269.625,107926.2565,305373,3,649,324.5,432.0422433,630,19,306140,61228.0,136481.48,305373,3,0,0,0,0,72,132,9.798894031,19.59778806,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-51687-80-6,172.16.0.1,51687,192.168.10.50,80,6,07-07-2017 03:56,79780371,8,4,56,11607,20,0,7.0,5.656854249,11595,0,2901.75,5795.50069,146.1888414,0.150412938,7252761.0,21300000.0,71100000,60,78900000,11300000.0,26500000.0,71100000,60,908641,302880.3333,522433.2157,906133,191,0,0,0,0,172,92,0.100275292,0.050137646,0,11595,897.6153846,3214.167532,10300000.0,0,0,0,0,1,0,0,0,0,972.4166667,7.0,2901.75,0,0,0,0,0,0,8,56,4,11607,256,229,6,20,877.0,0.0,877,877,39400000.0,44800000.0,71100000,7755492,DDoS
172.16.0.1-192.168.10.50-51688-80-6,172.16.0.1,51688,192.168.10.50,80,6,07-07-2017 03:56,682575,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,17042.81581,11.72032377,97510.71429,257484.0143,681429,1,1047,523.5,738.9265863,1046,1,682523,170630.75,340532.4613,681429,4,0,0,0,0,72,112,4.395121415,7.325202359,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-51688-80-6,172.16.0.1,51688,192.168.10.50,80,6,07-07-2017 03:56,79098660,8,6,56,11607,20,0,7.0,5.656854249,5840,0,1934.5,2538.919278,147.4487684,0.176994149,6084512.308,19600000.0,71100000,47,78200000,11200000.0,26600000.0,71100000,81,908504,181700.8,404872.5987,905957,47,0,0,0,0,172,132,0.101139514,0.075854635,0,5840,777.9333333,1804.898987,3257660.352,0,0,0,0,1,0,0,0,0,833.5,7.0,1934.5,0,0,0,0,0,0,8,56,6,11607,256,229,6,20,739.0,0.0,739,739,39100000.0,45300000.0,71100000,7073920,DDoS
172.16.0.1-192.168.10.50-51689-80-6,172.16.0.1,51689,192.168.10.50,80,6,07-07-2017 03:56,670265,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,17355.82195,13.42752493,83783.125,236570.5187,669265,3,868,434.0,609.5260454,865,3,670104,134020.8,299210.7799,669265,3,0,0,0,0,72,132,4.475841645,8.951683289,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-51689-80-6,172.16.0.1,51689,192.168.10.50,80,6,07-07-2017 03:56,79099557,7,6,50,11607,20,0,7.142857143,6.094494002,4380,0,1934.5,2177.344966,147.3712425,0.164349846,6591629.75,20400000.0,71100000,17,78200000,13000000.0,28600000.0,71100000,216,908620,181724.0,404327.3646,905004,17,0,0,0,0,152,132,0.088496071,0.075853775,0,4380,833.0714286,1674.294362,2803261.61,0,0,0,0,1,0,0,0,0,897.1538462,7.142857143,1934.5,0,0,0,0,0,0,7,50,6,11607,256,229,5,20,888.0,0.0,888,888,39100000.0,45300000.0,71100000,7071788,DDoS
172.16.0.1-192.168.10.50-51691-80-6,172.16.0.1,51691,192.168.10.50,80,6,07-07-2017 03:56,1270646,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,9155.18563,7.083011319,158830.75,448864.6618,1269714,3,751,375.5,460.3265146,701,50,1270568,254113.6,567737.9625,1269714,3,0,0,0,0,72,132,2.361003773,4.722007546,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-51691-80-6,172.16.0.1,51691,192.168.10.50,80,6,07-07-2017 03:56,77818286,8,6,56,11601,20,0,7.0,5.656854249,7300,0,1933.5,2720.783986,149.7976966,0.179906301,5986022.0,19600000.0,71100000,1,76900000,11000000.0,26600000.0,71100000,1,906052,181210.4,402410.616,901058,171,0,0,0,0,172,132,0.102803601,0.077102701,0,7300,777.5333333,1896.917457,3598295.838,0,0,0,0,1,0,0,0,0,833.0714286,7.0,1933.5,0,0,0,0,0,0,8,56,6,11601,256,229,6,20,891.0,0.0,891,891,38500000.0,46200000.0,71100000,5790338,DDoS
172.16.0.1-192.168.10.50-51692-80-6,172.16.0.1,51692,192.168.10.50,80,6,07-07-2017 03:56,1281820,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,9075.377198,7.021266637,160227.5,452919.5003,1281146,3,547,273.5,381.1305551,543,4,1281776,256355.2,572875.5212,1281146,3,0,0,0,0,72,132,2.340422212,4.680844424,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-51692-80-6,172.16.0.1,51692,192.168.10.50,80,6,07-07-2017 03:56,77807512,8,6,56,11607,20,0,7.0,5.656854249,5840,0,1934.5,2538.919278,149.8955525,0.179931213,5985193.231,19600000.0,71100000,3,76900000,11000000.0,26600000.0,71100000,17,890011,178002.2,397582.9409,889220,3,0,0,0,0,172,132,0.102817836,0.077113377,0,5840,777.9333333,1804.898987,3257660.352,0,0,0,0,1,0,0,0,0,833.5,7.0,1934.5,0,0,0,0,0,0,8,56,6,11607,256,229,6,20,870.0,0.0,870,870,38500000.0,46200000.0,71100000,5777267,DDoS
172.16.0.1-192.168.10.50-49533-80-6,172.16.0.1,49533,192.168.10.50,80,6,07-07-2017 03:56,13724,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,847201.9819,655.7854853,1715.5,4102.197181,11845,15,12891,6445.5,7636.04613,11845,1046,13559,2711.8,5698.54356,12902,15,0,0,0,0,72,132,218.5951618,437.1903235,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-49533-80-6,172.16.0.1,49533,192.168.10.50,80,6,07-07-2017 03:56,10453138,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.29596127,0.382660212,3484379.333,6034519.285,10500000,290,10500000,3484379.333,6034519.285,10500000,290,0,0.0,0.0,0,0,0,0,0,0,80,0,0.382660212,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,696.0,0.0,696,696,10500000.0,0.0,10500000,10500000,DDoS
172.16.0.1-192.168.10.50-49534-80-6,172.16.0.1,49534,192.168.10.50,80,6,07-07-2017 03:56,1632,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,7128063.725,5514.705882,204.0,299.140674,875,3,1089,544.5,702.1570337,1041,48,1466,293.2,429.3334369,1005,3,0,0,0,0,72,132,1838.235294,3676.470588,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-49534-80-6,172.16.0.1,49534,192.168.10.50,80,6,07-07-2017 03:56,10440135,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,2.873526061,0.47892101,2610033.75,5219274.167,10400000,326,10400000,2610033.75,5219274.167,10400000,326,0,0.0,0.0,0,0,0,0,0,0,100,0,0.47892101,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1190.0,0.0,1190,1190,10400000.0,0.0,10400000,10400000,DDoS
172.16.0.1-192.168.10.50-49535-80-6,172.16.0.1,49535,192.168.10.50,80,6,07-07-2017 03:56,1604,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,7252493.766,5610.972569,200.5,316.1279126,914,3,1050,525.0,738.2194796,1047,3,1471,294.2,432.603398,1011,3,0,0,0,0,72,132,1870.32419,3740.648379,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-49535-80-6,172.16.0.1,49535,192.168.10.50,80,6,07-07-2017 03:56,10426959,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.301725748,0.383620958,3475653.0,6019338.148,10400000,371,10400000,3475653.0,6019338.148,10400000,371,0,0.0,0.0,0,0,0,0,0,0,80,0,0.383620958,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,773.0,0.0,773,773,10400000.0,0.0,10400000,10400000,DDoS
172.16.0.1-192.168.10.50-49536-80-6,172.16.0.1,49536,192.168.10.50,80,6,07-07-2017 03:56,1533,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,7588388.78,5870.841487,191.625,308.6111458,890,2,993,496.5,697.914393,990,3,1433,286.6,420.5993343,984,2,0,0,0,0,72,132,1956.947162,3913.894325,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-49536-80-6,172.16.0.1,49536,192.168.10.50,80,6,07-07-2017 03:56,10417544,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.303805964,0.383967661,3472514.667,6013823.587,10400000,349,10400000,3472514.667,6013823.587,10400000,349,0,0.0,0.0,0,0,0,0,0,0,80,0,0.383967661,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,864.0,0.0,864,864,10400000.0,0.0,10400000,10400000,DDoS
172.16.0.1-192.168.10.50-49537-80-6,172.16.0.1,49537,192.168.10.50,80,6,07-07-2017 03:56,1393,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,8351040.919,6460.875808,174.125,295.8128933,874,3,950,475.0,666.0945879,946,4,1321,264.2,401.5161267,956,3,0,0,0,0,72,132,2153.625269,4307.250538,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-49537-80-6,172.16.0.1,49537,192.168.10.50,80,6,07-07-2017 03:56,10414106,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.304566518,0.38409442,3471368.667,6011904.475,10400000,366,10400000,3471368.667,6011904.475,10400000,366,0,0.0,0.0,0,0,0,0,0,0,80,0,0.38409442,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,788.0,0.0,788,788,10400000.0,0.0,10400000,10400000,DDoS
172.16.0.1-192.168.10.50-49538-80-6,172.16.0.1,49538,192.168.10.50,80,6,07-07-2017 03:56,1590,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,7316352.201,5660.377358,198.75,315.2054885,914,3,1046,523.0,733.9768389,1042,4,1462,292.4,430.1665956,1008,3,0,0,0,0,72,132,1886.792453,3773.584906,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-49538-80-6,172.16.0.1,49538,192.168.10.50,80,6,07-07-2017 03:56,10403699,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.306871815,0.384478636,3467899.667,6005835.369,10400000,326,10400000,3467899.667,6005835.369,10400000,326,0,0.0,0.0,0,0,0,0,0,0,80,0,0.384478636,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,858.0,0.0,858,858,10400000.0,0.0,10400000,10400000,DDoS
172.16.0.1-192.168.10.50-49539-80-6,172.16.0.1,49539,192.168.10.50,80,6,07-07-2017 03:56,1217,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,9558751.027,7395.234182,152.125,247.1456699,738,3,808,404.0,565.6854249,804,4,1151,230.2,339.8804201,818,3,0,0,0,0,72,132,2465.078061,4930.156122,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-49539-80-6,172.16.0.1,49539,192.168.10.50,80,6,07-07-2017 03:56,10401308,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.307402108,0.384567018,3467102.667,6004532.866,10400000,367,10400000,3467102.667,6004532.866,10400000,367,0,0.0,0.0,0,0,0,0,0,0,80,0,0.384567018,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,768.0,0.0,768,768,10400000.0,0.0,10400000,10400000,DDoS
172.16.0.1-192.168.10.50-49540-80-6,172.16.0.1,49540,192.168.10.50,80,6,07-07-2017 03:56,658536,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,17664.94163,13.66667881,82317.0,232330.4161,657305,2,1023,511.5,696.5001795,1004,19,658404,131680.8,293833.1862,657305,2,0,0,0,0,72,132,4.555559605,9.11111921,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-49540-80-6,172.16.0.1,49540,192.168.10.50,80,6,07-07-2017 03:56,9733523,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.465705377,0.410950896,3244507.667,5619037.247,9732813,273,9733523,3244507.667,5619037.247,9732813,273,0,0.0,0.0,0,0,0,0,0,0,80,0,0.410950896,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,710.0,0.0,710,710,9732813.0,0.0,9732813,9732813,DDoS
172.16.0.1-192.168.10.50-49541-80-6,172.16.0.1,49541,192.168.10.50,80,6,07-07-2017 03:56,1655458,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,7027.058373,5.436561967,206932.25,584828.1901,1654308,3,1024,512.0,654.7808794,975,49,1655351,331070.2,739712.5339,1654308,3,0,0,0,0,72,132,1.812187322,3.624374644,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-49541-80-6,172.16.0.1,49541,192.168.10.50,80,6,07-07-2017 03:56,8734350,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.747771729,0.457961955,2911450.0,5042191.293,8733671,276,8734350,2911450.0,5042191.293,8733671,276,0,0.0,0.0,0,0,0,0,0,0,80,0,0.457961955,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,679.0,0.0,679,679,8733671.0,0.0,8733671,8733671,DDoS
172.16.0.1-192.168.10.50-49562-80-6,172.16.0.1,49562,192.168.10.50,80,6,07-07-2017 03:56,1271648,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,9147.971766,7.077430232,158956.0,449121.5979,1270475,3,1049,524.5,672.4585489,1000,49,1271544,254308.8,568054.334,1270475,3,0,0,0,0,72,132,2.359143411,4.718286822,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-49562-80-6,172.16.0.1,49562,192.168.10.50,80,6,07-07-2017 03:56,8452090,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.839534364,0.473255727,2817363.333,4879135.741,8451304,353,8452090,2817363.333,4879135.741,8451304,353,0,0.0,0.0,0,0,0,0,0,0,80,0,0.473255727,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,786.0,0.0,786,786,8451304.0,0.0,8451304,8451304,DDoS
172.16.0.1-192.168.10.50-49591-80-6,172.16.0.1,49591,192.168.10.50,80,6,07-07-2017 03:56,283381,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,41050.74088,28.23054474,40483.0,106561.2077,282140,4,1002,501.0,702.8641405,998,4,283300,70825.0,140877.3297,282140,5,0,0,0,0,72,112,10.58645428,17.64409046,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-49591-80-6,172.16.0.1,49591,192.168.10.50,80,6,07-07-2017 03:56,8439207,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.843869098,0.473978183,2813069.0,4871796.466,8438535,191,8439207,2813069.0,4871796.466,8438535,191,0,0.0,0.0,0,0,0,0,0,0,80,0,0.473978183,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,672.0,0.0,672,672,8438535.0,0.0,8438535,8438535,DDoS
